product,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,price,lead-time,backlog,quantity_on_hand
106133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,217.0,333.0,220.0,25.0,7.0,0.0,0.0,0.0,0.0,37.5,9,2,2492
106145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,12.0,13.0,17.0,25.0,13.0,23.0,38.23657894736842,6,9,2874
106146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,22.0,15.0,71.0,191.0,5.0,15.0,40.167857142857144,8,8,1340
106165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,56.0,59.0,145.0,232.0,159.0,67.0,51.00016666666667,5,4,2709
106168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,7.0,14.0,12.0,19.0,10.0,33.0,20.0,47.752,1,8,3419
106227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,402.0,251.0,223.0,231.0,365.0,339.0,244.0,271.0,16.136254528985507,7,7,2686
106279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,118.0,693.0,638.0,570.0,744.0,1369.0,689.0,770.0,763.0,22.127791311300637,3,4,1181
106299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,59.0,30.0,350.0,428.0,18.0,34.0,48.0,3254.0,54.478563829787234,8,5,988
106300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,72.0,86.0,405.0,13.0,2.0,3639.0,651.0,2554.0,44.619882352941175,10,9,1787
106301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,286.0,8.0,7.0,172.0,11.0,1125.0,27.8369125,8,9,2731
106302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,84.0,37.0,35.0,23.0,9.0,73.63555555555556,4,5,487
106304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,72.0,58.0,93.0,627.0,27.0,511.0,1599.0,46.0,23.624634408602148,5,2,386
106380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,8.0,1.0,7.0,9.0,7.0,28.0,12.0,117.065,8,1,2466
106381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,16.0,8.0,19.0,19.0,27.0,10.0,150.17333333333332,4,10,2404
106382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,5.0,6.0,7.0,124.90428571428572,9,6,472
106396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,362.0,680.0,741.0,915.0,615.0,177.0,168.0,69.25969827586206,1,9,1198
106400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,382.0,664.0,1420.0,2514.0,3482.0,2182.0,968.0,918.0,863.0,22.087944692359702,1,10,486
106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,879.0,7965.0,1363.0,3897.0,7210.0,3674.0,903.0,1195.0,891.0,45.61059204931972,2,3,959
106499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,15.0,22.0,18.0,15.0,9.0,9.0,7.0,19.0,59.29777777777778,7,4,1848
106500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,33.0,42.0,31.0,22.0,12.0,10.0,18.0,27.0,52.550399999999996,2,7,1452
106504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,106.0,209.0,196.0,188.0,405.0,393.0,81.0,45.0,56.0,11.411538461538461,9,10,811
106537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,75.0,147.0,79.0,23.0,0.0,0.0,1.0,69.9,8,7,2485
106540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,59.0,58.0,96.0,118.0,88.0,85.0,22.292621951219513,5,9,849
106584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,34.0,81.0,128.0,6.0,0.0,0.0,0.0,0.0,0.0,36.99,7,6,1163
106599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,24.0,2.0,3.0,15.0,7.0,9.0,1.0,52.99,3,10,1413
106600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,55.0,32.0,33.0,40.0,11.0,5.0,13.0,12.0,48.6575,6,3,2147
106630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,34.0,20.0,18.222,10,7,434
106632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,44.0,86.0,165.0,315.0,41.0,76.0,175.0,105.0,28.7764705882353,8,6,2653
106701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,16.0,63.0,52.0,100.0,72.0,62.0,57.0,27.376202380952382,1,10,547
106718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,109.56,10,2,2250
106721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,89.52,10,4,2715
106722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,1.0,1.0,4.0,4.0,0.0,87.81,8,8,802
106723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,0.0,2.0,57.775,10,3,2180
106791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,114.0,131.0,379.0,455.0,1055.0,3206.0,886.0,5643.0,13.656997354497355,4,9,848
106907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,335.0,240.0,499.0,280.0,270.0,62.3140625,2,3,2012
106947,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,10.0,10.0,23.0,20.0,33.0,24.0,15.0,38.0,16.0,54.0,44.285357142857144,10,3,1756
106948,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,21.0,11.0,19.0,19.0,39.0,24.0,27.0,43.0,10.0,44.0,44.536791666666666,8,8,2261
106949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,10.0,21.0,17.0,20.0,18.0,16.0,24.0,7.0,46.0,44.15293650793651,6,3,2709
106950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,16.0,7.0,14.0,14.0,30.0,27.0,11.0,62.0,44.15284722222222,5,4,1287
106951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,11.0,13.0,16.0,24.0,15.0,16.0,24.0,7.0,38.0,43.79703125,2,5,1192
107041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,7.0,5.0,7.0,10.0,2.0,1.0,4.0,8.0,35.74785714285714,4,7,166
107043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,8.0,5.0,2.0,1.0,4.0,4.0,6.0,10.0,35.144999999999996,10,7,2468
107057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,12.0,23.0,11.0,59.0,23.0,58.0,36.0,24.27216049382716,5,10,1310
107075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,21.0,26.0,15.0,28.0,21.0,27.0,14.0,18.0,14.0,174.6853846153846,8,9,435
107080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,262.0,184.0,186.0,171.0,271.0,134.0,213.0,137.0,119.0,6.929534482758621,5,8,2904
107199,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,13.0,8.0,17.0,17.0,29.0,19.0,15.0,3.0,14.0,2.0,76.99,4,1,984
107216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,25.0,226.0,137.0,14.0,177.0,1541.0,296.0,42.600780744336575,5,2,660
107217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,81.0,51.0,290.0,205.0,26.0,36.0,17.0,81.0,32.61684931506849,10,6,3119
107230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,111.0,106.0,928.0,58.0,84.0,1155.0,170.0,55.0,19.273333333333333,6,7,2710
107233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,15.0,53.0,25.0,356.0,23.0,257.0,44.0,38.450833333333335,10,5,2782
107277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,4.0,4.0,4.0,7.0,1.0,75.05,4,8,961
107299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,12.0,3.0,5.0,9.0,4.0,86.915,7,1,2757
107354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,41.0,54.0,33.0,26.0,40.0,58.0,84.0,74.0,124.0,73.53145161290321,2,3,1168
107355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,15.0,16.0,19.0,7.0,39.0,46.0,50.0,58.0,73.7347480620155,6,3,1332
107356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,39.0,55.0,23.0,33.0,38.0,44.0,80.0,78.0,148.0,74.23379943502825,8,1,845
107357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,67.0,78.0,36.0,48.0,46.0,60.0,91.0,109.0,31.0,74.99,3,5,1212
107365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,49.0,47.0,26.0,37.0,30.0,23.0,32.0,43.0,52.0,61.249296875,6,5,329
107366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,62.0,23.0,20.0,20.0,24.0,18.0,6.0,10.0,15.0,63.41472222222222,1,3,2982
107372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,34.208749999999995,1,7,532
107373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,36.69416666666667,5,9,1071
107374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,36.75,6,7,790
107375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,37.830000000000005,1,9,2819
107376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,36.66066666666667,3,10,1426
107377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,28.49,5,10,2978
107414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,16.869999999999997,5,1,573
107415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,26.67,9,5,2483
107416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,9.95,9,2,1507
107417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,13.53,9,4,1942
107420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,3.0,5.0,7.0,26.0,36.0,110.0,125.0,33.0,38.46184615384615,7,7,2585
107423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,50.0,78.0,179.0,215.0,195.0,7.6604306184012065,9,6,3255
107424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.0,18.0,18.0,44.0,32.0,14.0,13.0,11.0,21.0,24.70746527777778,10,9,762
107425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,49.0,31.0,89.0,74.0,159.0,89.0,77.0,73.0,24.600169491525424,9,10,3084
107432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,8.0,0.0,4.0,29.0,43.0,40.0,70.0,17.387584635416665,5,9,2256
107467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,50.0,61.0,68.0,22.0,3.0,0.0,0.0,56.98,6,5,3075
107469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,31.0,114.0,107.0,93.0,11.0,0.0,2.0,0.0,49.99,7,2,1988
107532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,31.0,25.0,31.0,37.0,37.0,26.0,43.0,15.0,13.0,19.0,84.42157894736842,1,1,1803
107536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,12.0,29.0,38.0,37.0,121.0,266.0,42.0,30.27523913043478,8,5,1762
107538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,21.0,10.0,21.0,17.0,68.0,71.0,44.0,53.68200617283951,2,5,801
107557,0.0,0.0,0.0,0.0,0.0,0.0,38.0,6.0,6.0,16.0,27.0,64.0,2.0,3.0,3.0,11.0,1.0,6.0,33.964999999999996,10,3,1828
107562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,47.0,112.0,7.0,110.0,225.0,4.0,244.0,34.2,6,2,1277
107602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,46.0,22.0,14.0,17.0,19.0,38.0,20.0,53.0,14.677814814814816,8,6,1598
107658,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,14.0,22.0,13.0,10.0,14.0,16.0,11.0,13.0,16.0,17.0,121.62785714285714,7,5,405
107666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,158.0,188.0,45.0,202.0,158.0,5.092670138888889,7,7,1341
107667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,12.396666666666667,4,2,580
107668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,133.476,7,10,2614
107669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,49.45353333333333,3,4,1614
107670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,54.28731481481481,9,5,1862
107672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,7.0,5.0,1.0,14.0,5.0,12.086666666666668,9,6,3220
107706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2398.0,37.0,47.0,16.0,19.0,0.0,3.7368055555555557,5,4,649
107707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312.0,161.0,0.0,5.0,0.0,0.0,4.28125,6,9,2129
107709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,7.0,13.0,9.0,10.0,9.0,11.0,5.0,38.455,9,7,2493
107729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,23.0,25.0,34.0,27.0,78.0,41.0,37.0,49.0,18.29856666666667,8,3,772
107730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,49.0,73.0,30.0,48.0,5.616875,10,7,193
107731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,69.0,885.0,32.0,417.0,577.0,2.925,5,7,1144
107735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,2.0,9.0,52.0,8.0,11.0,15.0,23.0,17.547833333333333,1,10,2576
107747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,57.0,65.0,75.0,31.0,36.0,20.0,6.0,32.99,4,6,2901
107818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,2.0,4.0,2.0,1.0,11.0,3.0,42.61,8,7,2720
107819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,4.0,3.0,3.0,5.0,35.635,2,1,351
107825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,19.799,3,9,856
107828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4307.0,26.0,39.0,21.0,33.0,59.0,65.0,31.0,5.0,13.516,3,8,3059
107861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,99.0,189.0,46.0,69.0,62.0,113.0,610.0,119.0,11.0,55.401428571428575,9,3,1908
107862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,72.0,60.0,94.0,80.0,257.0,1222.0,249.0,62.0,34.964827586206894,10,4,662
107868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,7.0,4.0,63.31,4,4,1213
107869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,71.79,10,10,2258
107870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,77.67,10,9,1768
107915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,19.0,100.0,83.0,65.0,108.0,53.0,17.629713541666668,3,8,3410
107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,11.0,44.0,26.0,32.0,21.0,36.0,16.0,28.645,3,5,2589
108152,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,7.0,21.0,9.0,5.0,19.0,12.0,7.0,15.0,9.0,16.0,110.633125,4,4,307
108153,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,25.0,53.0,12.0,9.0,17.0,19.0,35.0,18.0,13.0,23.0,70.6645,3,8,1588
108155,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,90.24,5,10,1247
108164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,75.0,28.0,25.0,26.0,30.0,18.0,47.0,33.0,21.422000000000004,8,1,2626
108165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,61.0,5.0,10.0,18.0,4.124861111111111,10,1,1552
108196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,84.08,2,7,2033
108197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,45.0,34.0,38.43833333333333,2,6,1845
108443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,16.0,10.0,25.0,11.0,6.0,6.0,30.0,22.0,18.0,42.705555555555556,6,5,844
108448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,3.0,15.0,11.0,152.38857142857142,4,7,1574
108470,0.0,0.0,0.0,0.0,7.0,3.0,4.0,7.0,3.0,10.0,5.0,10.0,13.0,10.0,17.0,10.0,23.0,9.0,31.7575,10,3,454
108474,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.78,10,5,2925
108475,0.0,0.0,0.0,0.0,4.0,2.0,1.0,9.0,5.0,6.0,2.0,7.0,7.0,9.0,7.0,7.0,4.0,11.0,65.23,6,9,1414
108506,0.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,2.0,3.0,1.0,7.0,3.0,2.0,57.0,56.0,13.0,111.0,6.6221805555555555,7,4,2277
108556,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,1.0,3.0,10.0,3.0,8.0,91.0,28.0,4.0,47.99,2,1,2084
108581,0.0,0.0,0.0,0.0,54.0,16.0,32.0,55.0,43.0,51.0,25.0,17.0,18.0,28.0,37.0,49.0,34.0,143.0,13.652916666666666,7,3,388
108600,56.0,69.0,56.0,32.0,23.0,48.0,64.0,105.0,29.0,10.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,42.73,8,6,1733
108610,38.0,51.0,59.0,47.0,45.0,27.0,22.0,10.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.9,10,8,733
108661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,7.0,11.0,20.0,4.0,16.0,25.0,42.0,24.0,47.546875,9,4,2741
108663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,19.0,11.0,9.0,10.0,9.0,7.0,8.0,108.20250000000001,5,9,1628
108745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,25.0,27.0,9.0,16.0,5.0,5.0,7.0,16.0,12.0,6.0,87.77,3,2,3411
108746,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,3.0,2.0,5.0,1.0,5.0,7.0,11.0,7.0,17.0,2.0,87.24,1,7,2938
108747,0.0,0.0,0.0,0.0,0.0,0.0,17.0,28.0,12.0,18.0,35.0,20.0,7.0,7.0,4.0,19.0,8.0,1.0,76.2,9,10,1928
108756,0.0,0.0,0.0,0.0,1.0,9.0,3.0,18.0,23.0,30.0,35.0,25.0,45.0,23.0,55.0,73.0,91.0,18.0,31.721249999999998,9,7,1436
108865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,3.0,7.0,5.0,10.0,3.0,53.6525,8,6,1538
109081,0.0,0.0,0.0,0.0,11.0,13.0,8.0,10.0,19.0,16.0,12.0,11.0,17.0,6.0,8.0,12.0,47.0,106.0,75.2048,4,7,2827
109268,0.0,0.0,18.0,58.0,46.0,91.0,107.0,56.0,84.0,63.0,110.0,61.0,78.0,87.0,142.0,116.0,108.0,125.0,87.99,5,1,3256
109270,0.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,81.0,113.0,111.0,116.0,45.0,16.0,158.0,119.0,137.0,127.0,34.21655303030303,9,4,731
109346,0.0,0.0,0.0,190.0,2.0,1200.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,20.94,3,8,883
109347,0.0,0.0,0.0,0.0,280.0,190.0,360.0,196.0,183.0,105.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,16.28,9,5,2124
109361,0.0,0.0,0.0,0.0,0.0,13.0,72.0,47.0,30.0,33.0,23.0,21.0,98.0,50.0,32.0,64.0,108.0,117.0,18.99,1,8,2601
109362,0.0,0.0,0.0,0.0,0.0,19.0,101.0,50.0,62.0,82.0,73.0,76.0,204.0,117.0,88.0,75.0,120.0,164.0,21.99,3,10,2616
109363,0.0,0.0,0.0,42.0,222.0,228.0,115.0,95.0,240.0,180.0,282.0,695.0,269.0,298.0,115.0,373.0,567.0,319.0,31.360581818181817,6,4,587
109411,0.0,0.0,1.0,8.0,40.0,341.0,96.0,267.0,57.0,85.0,80.0,61.0,31.0,46.0,62.0,160.0,105.0,65.0,84.99,5,5,2270
109412,0.0,0.0,0.0,25.0,80.0,320.0,196.0,309.0,157.0,220.0,192.0,75.0,71.0,149.0,127.0,126.0,173.0,99.0,84.6203448275862,1,9,400
109413,0.0,0.0,0.0,19.0,14.0,297.0,166.0,246.0,109.0,155.0,123.0,76.0,45.0,45.0,58.0,136.0,108.0,120.0,84.26322033898305,5,5,841
109414,0.0,0.0,0.0,23.0,31.0,315.0,139.0,295.0,96.0,111.0,88.0,82.0,41.0,115.0,66.0,153.0,99.0,106.0,84.99,9,5,3085
109589,0.0,0.0,5.0,15.0,12.0,19.0,5.0,7.0,6.0,11.0,19.0,16.0,9.0,6.0,4.0,4.0,2.0,3.0,84.99,4,2,3296
109590,0.0,0.0,2.0,9.0,4.0,16.0,0.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,7.0,70.01733333333333,3,8,1693
109622,0.0,0.0,13.0,12.0,87.0,77.0,60.0,56.0,151.0,68.0,68.0,67.0,52.0,60.0,59.0,109.0,178.0,140.0,56.43970588235294,7,6,1580
109670,0.0,0.0,0.0,0.0,12.0,9.0,9.0,11.0,7.0,11.0,14.0,12.0,34.0,10.0,4.0,23.0,13.0,5.0,64.276,8,1,2223
109671,0.0,0.0,1.0,8.0,26.0,13.0,20.0,6.0,19.0,19.0,12.0,15.0,24.0,12.0,16.0,25.0,72.0,73.0,66.41824324324324,9,4,1127
109672,0.0,0.0,2.0,17.0,62.0,61.0,47.0,35.0,51.0,34.0,20.0,20.0,46.0,11.0,3.0,12.0,10.0,4.0,34.4,10,10,2772
109673,0.0,0.0,3.0,14.0,101.0,73.0,62.0,66.0,74.0,80.0,57.0,83.0,107.0,62.0,67.0,96.0,120.0,122.0,30.08923076923077,4,4,1770
109674,0.0,0.0,0.0,21.0,111.0,116.0,87.0,70.0,30.0,27.0,41.0,34.0,55.0,24.0,70.0,107.0,112.0,166.0,43.54589147286822,5,3,2526
109675,0.0,0.0,8.0,97.0,124.0,115.0,104.0,88.0,61.0,52.0,32.0,43.0,69.0,34.0,13.0,45.0,68.0,82.0,45.11361635220126,10,5,1383
109717,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,89.44,2,4,2620
109718,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,6.0,53.10333333333333,4,7,1465
109719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,63.66,8,1,3032
109720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,98.37,5,6,363
109721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,127.1,5,10,3344
